gene_id	locus	CDS_length	strand
ENSSHAG00000013106	A:1086313-1087833	1521	+
ENSSHAG00000022610	A:1087834-1089063	1230	-
ENSSHAG00000008234	A:1089064-1096419	7356	-
ENSSHAG00000021015	A:1096420-1097286	867	-
ENSSHAG00000015614	A:1097287-1097655	369	-
ENSSHAG00000027158	A:1097656-1099038	1383	-
ENSSHAG00000015134	A:1099039-1100793	1755	-
ENSSHAG00000014793	A:1100794-1102128	1335	+
ENSSHAG00000014655	A:1102129-1104969	2841	+
ENSSHAG00000014231	A:1104970-1106412	1443	+
ENSSHAG00000027232	A:1106413-1107789	1377	-
ENSSHAG00000012335	A:1107790-1109109	1320	-
ENSSHAG00000005065	A:1109110-1110060	951	-
ENSSHAG00000013537	A:1110061-1113369	3309	-
ENSSHAG00000030577	A:1113370-1116540	3171	+
ENSSHAG00000018094	A:1116541-1120620	4080	-
ENSSHAG00000018023	A:1120621-1122216	1596	+
ENSSHAG00000030080	A:1122217-1123464	1248	-
ENSSHAG00000017713	A:1123465-1125342	1878	+
ENSSHAG00000017309	A:1125343-1131882	6540	+
ENSSHAG00000017268	A:1131883-1132659	777	+
ENSSHAG00000021164	A:1132660-1133499	840	+
ENSSHAG00000030287	A:1133500-1135203	1704	+
ENSSHAG00000010824	A:1135204-1141536	6333	+
ENSSHAG00000008457	A:1141537-1142202	666	-
ENSSHAG00000007505	A:1142203-1143807	1605	-
ENSSHAG00000022556	A:1143808-1144197	390	+
ENSSHAG00000026724	A:1144198-1144845	648	-
ENSSHAG00000026330	A:1144846-1150581	5736	+
ENSSHAG00000027331	A:1150582-1150869	288	+
ENSSHAG00000008668	A:1150870-1154286	3417	-
ENSSHAG00000005373	A:1154287-1157388	3102	+
ENSSHAG00000023237	A:1157389-1159821	2433	-
ENSSHAG00000031943	A:1159822-1160799	978	-
ENSSHAG00000030776	A:1160800-1167189	6390	+
ENSSHAG00000006138	A:1167190-1167543	354	-
ENSSHAG00000004720	A:1167544-1170360	2817	+
ENSSHAG00000000924	A:1170361-1175295	4935	-
ENSSHAG00000004176	A:1175296-1176126	831	-
ENSSHAG00000002682	A:1176127-1176945	819	-
ENSSHAG00000001757	A:1176946-1177386	441	+
ENSSHAG00000015262	A:1177387-1177887	501	+
ENSSHAG00000014900	A:1177888-1181283	3396	-
ENSSHAG00000014086	A:1181284-1182402	1119	-
ENSSHAG00000029924	A:1182403-1182621	219	+
ENSSHAG00000028635	A:1182622-1183305	684	+
ENSSHAG00000013393	A:1183306-1184847	1542	-
ENSSHAG00000012947	A:1184848-1186068	1221	+
ENSSHAG00000026797	A:1186069-1186968	900	-
ENSSHAG00000012371	A:1186969-1188540	1572	-
ENSSHAG00000030971	A:1188541-1191327	2787	+
ENSSHAG00000028825	A:1191328-1191690	363	+
ENSSHAG00000003775	A:1191691-1193967	2277	+
ENSSHAG00000002395	A:1193968-1195293	1326	+
ENSSHAG00000003730	A:1195294-1197465	2172	+
ENSSHAG00000000892	A:1197466-1202628	5163	+
ENSSHAG00000031126	A:1202629-1204326	1698	-
ENSSHAG00000025501	A:1204327-1206078	1752	+
ENSSHAG00000014430	A:1206079-1207740	1662	+
ENSSHAG00000014251	A:1207741-1208493	753	+
ENSSHAG00000027414	A:1208494-1209720	1227	+
ENSSHAG00000013445	A:1209721-1213314	3594	+
ENSSHAG00000013237	A:1213315-1216143	2829	-
ENSSHAG00000023033	A:1216144-1216464	321	+
ENSSHAG00000022299	A:1216465-1217835	1371	+
ENSSHAG00000010301	A:1217836-1219071	1236	+
ENSSHAG00000029711	A:1219072-1219914	843	-
ENSSHAG00000022047	A:1219915-1222695	2781	+
ENSSHAG00000008150	A:1222696-1224474	1779	+
ENSSHAG00000006821	A:1224475-1230840	6366	-
ENSSHAG00000004942	A:1230841-1236018	5178	+
ENSSHAG00000027499	A:1236019-1236945	927	-
ENSSHAG00000013864	A:1236946-1240446	3501	-
ENSSHAG00000024386	A:1240447-1241598	1152	+
ENSSHAG00000012688	A:1241599-1242528	930	-
ENSSHAG00000012594	A:1242529-1244115	1587	-
ENSSHAG00000012438	A:1244116-1245801	1686	-
ENSSHAG00000012362	A:1245802-1247604	1803	+
ENSSHAG00000012241	A:1247605-1250607	3003	-
ENSSHAG00000012175	A:1250608-1252857	2250	-
ENSSHAG00000012121	A:1252858-1254225	1368	+
ENSSHAG00000012015	A:1254226-1257369	3144	-
ENSSHAG00000030153	A:1257370-1258863	1494	-
ENSSHAG00000021083	A:1258864-1261593	2730	-
ENSSHAG00000029595	A:1261594-1262838	1245	-
ENSSHAG00000021816	A:1262839-1263306	468	+
ENSSHAG00000011560	A:1263307-1264215	909	-
ENSSHAG00000028845	A:1264216-1264461	246	-
ENSSHAG00000025052	A:1264462-1265676	1215	+
ENSSHAG00000027944	A:1265677-1266774	1098	-
ENSSHAG00000020620	A:1266775-1267269	495	-
ENSSHAG00000030444	A:1267270-1269258	1989	-
ENSSHAG00000031471	A:1269259-1270377	1119	+
ENSSHAG00000010907	A:1270378-1271643	1266	+
ENSSHAG00000025213	A:1271644-1272102	459	+
ENSSHAG00000020905	A:1272103-1273401	1299	+
ENSSHAG00000025146	A:1273402-1274238	837	-
ENSSHAG00000010672	A:1274239-1275330	1092	-
ENSSHAG00000010545	A:1275331-1276179	849	+
ENSSHAG00000010368	A:1276180-1277670	1491	+
ENSSHAG00000010296	A:1277671-1278288	618	-
ENSSHAG00000010269	A:1278289-1280142	1854	+
ENSSHAG00000022181	A:1280143-1283877	3735	-
ENSSHAG00000029655	A:1283878-1284864	987	+
ENSSHAG00000023014	A:1284865-1285542	678	-
ENSSHAG00000009922	A:1285543-1288305	2763	+
ENSSHAG00000025537	A:1288306-1288569	264	-
ENSSHAG00000023930	A:1288570-1289496	927	+
ENSSHAG00000029858	A:1289497-1292220	2724	-
ENSSHAG00000026452	A:1292221-1293384	1164	-
ENSSHAG00000009673	A:1293385-1293909	525	-
ENSSHAG00000028177	A:1293910-1295925	2016	-
ENSSHAG00000031775	A:1295926-1296450	525	-
ENSSHAG00000027210	A:1296451-1297122	672	+
ENSSHAG00000008660	A:1297123-1299465	2343	-
ENSSHAG00000005525	A:1299466-1304583	5118	-
ENSSHAG00000021880	A:1304584-1304823	240	-
ENSSHAG00000003424	A:1304824-1306422	1599	-
ENSSHAG00000022732	A:1306423-1307667	1245	-
ENSSHAG00000026945	A:1307668-1308612	945	-
ENSSHAG00000011411	A:1308613-1311537	2925	+
ENSSHAG00000011220	A:1311538-1312932	1395	+
ENSSHAG00000010886	A:1312933-1313775	843	-
ENSSHAG00000010794	A:1313776-1314837	1062	+
ENSSHAG00000010525	A:1314838-1316439	1602	+
ENSSHAG00000009951	A:1316440-1317957	1518	-
ENSSHAG00000008641	A:1317958-1319838	1881	-
ENSSHAG00000012235	A:1319839-1325256	5418	+
ENSSHAG00000023077	A:1325257-1326624	1368	+
ENSSHAG00000006055	A:1326625-1327248	624	-
ENSSHAG00000005201	A:1327249-1329435	2187	-
ENSSHAG00000004377	A:1329436-1330695	1260	+
ENSSHAG00000002696	A:1330696-1332213	1518	-
ENSSHAG00000003678	A:1332214-1333878	1665	-
ENSSHAG00000018536	A:1333879-1337676	3798	+
ENSSHAG00000018047	A:1337677-1346397	8721	+
ENSSHAG00000017799	A:1346398-1356045	9648	-
ENSSHAG00000017643	A:1356046-1360233	4188	-
ENSSHAG00000029137	A:1360234-1362183	1950	+
ENSSHAG00000017134	A:1362184-1362801	618	-
ENSSHAG00000014505	A:1362802-1365870	3069	+
ENSSHAG00000014197	A:1365871-1369164	3294	-
ENSSHAG00000011872	A:1369165-1372080	2916	+
ENSSHAG00000011344	A:1372081-1377168	5088	-
ENSSHAG00000009968	A:1377169-1379694	2526	-
ENSSHAG00000008614	A:1379695-1381473	1779	-
ENSSHAG00000007913	A:1381474-1383774	2301	-
ENSSHAG00000002243	A:1383775-1384242	468	+
ENSSHAG00000028478	A:1384243-1384740	498	+
ENSSHAG00000028137	A:1384741-1386192	1452	+
ENSSHAG00000014498	A:1386193-1386978	786	-
ENSSHAG00000029156	A:1386979-1388655	1677	-
ENSSHAG00000013910	A:1388656-1391937	3282	+
ENSSHAG00000013969	A:1391938-1392228	291	-
ENSSHAG00000013465	A:1392229-1394724	2496	+
ENSSHAG00000012840	A:1394725-1399488	4764	-
ENSSHAG00000012157	A:1399489-1402287	2799	-
ENSSHAG00000020772	A:1402288-1403253	966	-
ENSSHAG00000006848	A:1403254-1404825	1572	-
ENSSHAG00000028222	A:1404826-1405713	888	+
ENSSHAG00000005221	A:1405714-1406868	1155	+
ENSSHAG00000012352	A:1406869-1407633	765	+
ENSSHAG00000012305	A:1407634-1408326	693	-
ENSSHAG00000011933	A:1408327-1408641	315	+
ENSSHAG00000021214	A:1408642-1410492	1851	+
ENSSHAG00000010958	A:1410493-1411797	1305	+
ENSSHAG00000010874	A:1411798-1413357	1560	-
ENSSHAG00000028718	A:1413358-1413999	642	-
ENSSHAG00000009743	A:1414000-1415910	1911	-
ENSSHAG00000007798	A:1415911-1419168	3258	+
ENSSHAG00000029081	A:1419169-1419813	645	-
ENSSHAG00000006805	A:1419814-1420890	1077	+
ENSSHAG00000025036	A:1420891-1422186	1296	+
ENSSHAG00000029786	A:1422187-1424880	2694	-
ENSSHAG00000031086	A:1424881-1425648	768	+
ENSSHAG00000029013	A:1425649-1426254	606	+
ENSSHAG00000006772	A:1426255-1427259	1005	-
ENSSHAG00000024218	A:1427260-1428024	765	+
ENSSHAG00000001512	A:1428025-1430502	2478	+
ENSSHAG00000010608	A:1430503-1431549	1047	+
ENSSHAG00000011048	A:1431550-1435083	3534	+
ENSSHAG00000023814	A:1435084-1436238	1155	+
ENSSHAG00000022055	A:1436239-1439763	3525	+
ENSSHAG00000002698	A:1439764-1440327	564	-
ENSSHAG00000008999	A:1440328-1441275	948	+
ENSSHAG00000009761	A:1441276-1441788	513	+
ENSSHAG00000012629	A:1441789-1442475	687	-
ENSSHAG00000025261	A:1442476-1444440	1965	+
ENSSHAG00000007308	A:1444441-1451574	7134	-
ENSSHAG00000027860	A:1451575-1452120	546	-
ENSSHAG00000025496	A:1452121-1452906	786	+
ENSSHAG00000004608	A:1452907-1453533	627	+
ENSSHAG00000029667	A:1453534-1454673	1140	-
ENSSHAG00000001661	A:1454674-1455858	1185	-
ENSSHAG00000003003	A:1455859-1459953	4095	-
ENSSHAG00000004600	A:1459954-1463052	3099	+
ENSSHAG00000006148	A:1463053-1463910	858	-
ENSSHAG00000008259	A:1463911-1465587	1677	-
ENSSHAG00000009132	A:1465588-1467933	2346	+
ENSSHAG00000009936	A:1467934-1470180	2247	+
ENSSHAG00000010473	A:1470181-1472940	2760	-
ENSSHAG00000003251	A:1472941-1474734	1794	-
ENSSHAG00000010967	A:1474735-1479216	4482	+
ENSSHAG00000026669	A:1479217-1480185	969	+
ENSSHAG00000002760	A:1480186-1482501	2316	-
ENSSHAG00000007122	A:1482502-1483917	1416	+
ENSSHAG00000009237	A:1483918-1485045	1128	-
ENSSHAG00000015439	A:1485046-1487130	2085	-
ENSSHAG00000015548	A:1487131-1487976	846	+
ENSSHAG00000030325	A:1487977-1488657	681	+
ENSSHAG00000016838	A:1488658-1490961	2304	-
ENSSHAG00000026692	A:1490962-1491228	267	-
ENSSHAG00000004002	A:1491229-1492815	1587	-
ENSSHAG00000021987	A:1492816-1493337	522	-
ENSSHAG00000001573	A:1493338-1494666	1329	-
ENSSHAG00000026040	A:1494667-1495176	510	+
ENSSHAG00000022897	A:1495177-1495437	261	-
ENSSHAG00000008855	A:1495438-1499046	3609	+
ENSSHAG00000001950	A:1499047-1501278	2232	+
ENSSHAG00000027097	A:1501279-1502205	927	-
ENSSHAG00000005436	A:1502206-1502640	435	+
ENSSHAG00000003121	A:1502641-1503873	1233	-
ENSSHAG00000002290	A:1503874-1505586	1713	+
ENSSHAG00000006265	A:1505587-1507389	1803	-
ENSSHAG00000008425	A:1507390-1508199	810	+
ENSSHAG00000025390	A:1508200-1508688	489	+
ENSSHAG00000026449	A:1508689-1509162	474	-
ENSSHAG00000001078	A:1509163-1510584	1422	+
ENSSHAG00000026939	A:1510585-1510845	261	-
ENSSHAG00000008971	A:1510846-1514199	3354	-
ENSSHAG00000011603	A:1514200-1515012	813	-
ENSSHAG00000011865	A:1515013-1517025	2013	+
ENSSHAG00000030506	A:1517026-1518810	1785	-
ENSSHAG00000012155	A:1518811-1520202	1392	+
ENSSHAG00000012392	A:1520203-1521114	912	-
ENSSHAG00000012963	A:1521115-1523181	2067	+
ENSSHAG00000029582	A:1523182-1527585	4404	+
ENSSHAG00000003514	A:1527586-1529424	1839	+
ENSSHAG00000027221	A:1529425-1530420	996	+
ENSSHAG00000011607	A:1530421-1536660	6240	+
ENSSHAG00000012273	A:1536661-1538655	1995	-
ENSSHAG00000008078	A:1538656-1540830	2175	+
ENSSHAG00000007104	A:1540831-1543146	2316	+
ENSSHAG00000007685	A:1543147-1544397	1251	+
ENSSHAG00000028749	A:1544398-1546221	1824	+
ENSSHAG00000025478	A:1546222-1546557	336	+
ENSSHAG00000023163	A:1546558-1547625	1068	+
ENSSHAG00000009073	A:1547626-1549050	1425	+
ENSSHAG00000010181	A:1549051-1551915	2865	-
ENSSHAG00000010987	A:1551916-1553070	1155	+
ENSSHAG00000026281	A:1553071-1554171	1101	+
ENSSHAG00000028352	A:1554172-1565226	11055	-
ENSSHAG00000012861	A:1565227-1566942	1716	-
ENSSHAG00000013501	A:1566943-1568097	1155	+
ENSSHAG00000014317	A:1568098-1571025	2928	-
ENSSHAG00000014860	A:1571026-1572243	1218	-
ENSSHAG00000014959	A:1572244-1573350	1107	-
ENSSHAG00000014992	A:1573351-1575966	2616	+
ENSSHAG00000015401	A:1575967-1577568	1602	+
ENSSHAG00000028883	A:1577569-1578252	684	+
ENSSHAG00000016943	A:1578253-1579329	1077	-
ENSSHAG00000017224	A:1579330-1582587	3258	+
ENSSHAG00000025953	A:1582588-1582911	324	+
ENSSHAG00000018090	A:1582912-1583886	975	+
ENSSHAG00000018180	A:1583887-1585692	1806	+
ENSSHAG00000018263	A:1585693-1588242	2550	-
ENSSHAG00000004570	A:1588243-1590396	2154	-
ENSSHAG00000006864	A:1590397-1591359	963	-
ENSSHAG00000028739	A:1591360-1591656	297	-
ENSSHAG00000008088	A:1591657-1592862	1206	-
ENSSHAG00000009153	A:1592863-1594140	1278	-
ENSSHAG00000001152	A:1594141-1598850	4710	-
ENSSHAG00000028606	A:1598851-1599996	1146	+
ENSSHAG00000011331	A:1599997-1602174	2178	-
ENSSHAG00000008712	A:1602175-1603758	1584	+
ENSSHAG00000028889	A:1603759-1605216	1458	-
ENSSHAG00000006899	A:1605217-1607943	2727	-
ENSSHAG00000004954	A:1607944-1609818	1875	+
ENSSHAG00000004177	A:1609819-1612455	2637	-
ENSSHAG00000018123	A:1612456-1618245	5790	+
ENSSHAG00000018019	A:1618246-1619922	1677	+
ENSSHAG00000017681	A:1619923-1621947	2025	+
ENSSHAG00000017654	A:1621948-1622727	780	-
ENSSHAG00000017593	A:1622728-1625073	2346	+
ENSSHAG00000017520	A:1625074-1626648	1575	-
ENSSHAG00000017407	A:1626649-1628415	1767	+
ENSSHAG00000014463	A:1628416-1633602	5187	-
ENSSHAG00000013388	A:1633603-1635171	1569	-
ENSSHAG00000013309	A:1635172-1636191	1020	+
ENSSHAG00000026632	A:1636192-1636677	486	-
ENSSHAG00000024478	A:1636678-1638177	1500	+
ENSSHAG00000024801	A:1638178-1638912	735	-
ENSSHAG00000009931	A:1638913-1639908	996	-
ENSSHAG00000008845	A:1639909-1642833	2925	-
ENSSHAG00000007120	A:1642834-1645503	2670	-
ENSSHAG00000006009	A:1645504-1645884	381	-
ENSSHAG00000004351	A:1645885-1648083	2199	+
ENSSHAG00000003833	A:1648084-1649235	1152	-
ENSSHAG00000023906	A:1649236-1650474	1239	+
ENSSHAG00000010663	A:1650475-1658001	7527	-
ENSSHAG00000029148	A:1658002-1658586	585	+
ENSSHAG00000006649	A:1658587-1658928	342	-
ENSSHAG00000000163	A:1658929-1659888	960	-
ENSSHAG00000004707	A:1659889-1661862	1974	-
ENSSHAG00000001107	A:1661863-1669506	7644	-
ENSSHAG00000024555	A:1669507-1669722	216	+
ENSSHAG00000001499	A:1669723-1670844	1122	+
ENSSHAG00000003043	A:1670845-1672062	1218	-
ENSSHAG00000017367	A:1672063-1673622	1560	-
ENSSHAG00000017250	A:1673623-1675260	1638	-
ENSSHAG00000015220	A:1675261-1677759	2499	-
ENSSHAG00000027892	A:1677760-1678290	531	+
ENSSHAG00000017082	A:1678291-1679835	1545	+
ENSSHAG00000016920	A:1679836-1684683	4848	+
ENSSHAG00000026793	A:1684684-1686240	1557	-
ENSSHAG00000016538	A:1686241-1686801	561	-
ENSSHAG00000016015	A:1686802-1690302	3501	+
ENSSHAG00000014847	A:1690303-1694025	3723	+
ENSSHAG00000014606	A:1694026-1695399	1374	+
ENSSHAG00000014504	A:1695400-1696185	786	+
ENSSHAG00000014213	A:1696186-1697868	1683	-
ENSSHAG00000013397	A:1697869-1699152	1284	-
ENSSHAG00000008505	A:1699153-1700259	1107	+
ENSSHAG00000028481	A:1700260-1700679	420	-
ENSSHAG00000030156	A:1700680-1701075	396	+
ENSSHAG00000008347	A:1701076-1701549	474	-
ENSSHAG00000007765	A:1701550-1702650	1101	+
ENSSHAG00000029456	A:1702651-1702947	297	-
ENSSHAG00000009690	A:1702948-1703952	1005	+
ENSSHAG00000007330	A:1703953-1708884	4932	+
ENSSHAG00000022951	A:1708885-1710042	1158	-
ENSSHAG00000005209	A:1710043-1711452	1410	-
ENSSHAG00000006286	A:1711453-1712793	1341	+
ENSSHAG00000026810	A:1712794-1712982	189	+
ENSSHAG00000016807	A:1712983-1716048	3066	+
ENSSHAG00000016764	A:1716049-1717017	969	-
ENSSHAG00000030553	A:1717018-1717533	516	+
ENSSHAG00000032244	A:1717534-1718994	1461	-
ENSSHAG00000010347	A:1718995-1720443	1449	-
ENSSHAG00000023543	A:1720444-1720821	378	-
ENSSHAG00000026337	A:1720822-1721322	501	-
ENSSHAG00000024161	A:1721323-1723062	1740	-
ENSSHAG00000006647	A:1723063-1723740	678	+
ENSSHAG00000030429	A:1723741-1724664	924	-
ENSSHAG00000002123	A:1724665-1725117	453	-
ENSSHAG00000028977	A:1725118-1725777	660	+
ENSSHAG00000001791	A:1725778-1728054	2277	-
ENSSHAG00000012554	A:1728055-1729296	1242	-
ENSSHAG00000020799	A:1729297-1730472	1176	+
ENSSHAG00000028061	A:1730473-1731720	1248	+
ENSSHAG00000013743	A:1731721-1732968	1248	-
ENSSHAG00000010647	A:1732969-1736787	3819	-
ENSSHAG00000009650	A:1736788-1739568	2781	+
ENSSHAG00000004131	A:1739569-1741944	2376	-
ENSSHAG00000013066	A:1741945-1743051	1107	+
ENSSHAG00000012477	A:1743052-1747776	4725	-
ENSSHAG00000012169	A:1747777-1749435	1659	+
ENSSHAG00000032105	A:1749436-1751367	1932	+
ENSSHAG00000011997	A:1751368-1751988	621	+
ENSSHAG00000011911	A:1751989-1752729	741	-
ENSSHAG00000011679	A:1752730-1754775	2046	-
ENSSHAG00000010644	A:1754776-1756617	1842	+
ENSSHAG00000029946	A:1756618-1756935	318	-
ENSSHAG00000009684	A:1756936-1758897	1962	-
ENSSHAG00000002927	A:1758898-1761153	2256	-
ENSSHAG00000003573	A:1761154-1763451	2298	+
ENSSHAG00000002526	A:1763452-1766532	3081	-
ENSSHAG00000000919	A:1766533-1769607	3075	+
ENSSHAG00000005833	A:1769608-1770453	846	-
ENSSHAG00000006935	A:1770454-1772121	1668	-
ENSSHAG00000022311	A:1772122-1773807	1686	-
ENSSHAG00000007959	A:1773808-1774344	537	-
ENSSHAG00000022896	A:1774345-1775766	1422	+
ENSSHAG00000030491	A:1775767-1776282	516	-
ENSSHAG00000010054	A:1776283-1781733	5451	-
ENSSHAG00000020642	A:1781734-1782315	582	+
ENSSHAG00000003166	A:1782316-1783293	978	-
ENSSHAG00000007350	A:1783294-1785390	2097	-
ENSSHAG00000022725	A:1785391-1785969	579	-
ENSSHAG00000002069	A:1785970-1786878	909	-
ENSSHAG00000028785	A:1786879-1788135	1257	+
ENSSHAG00000003687	A:1788136-1790844	2709	+
ENSSHAG00000021220	A:1790845-1792020	1176	+
ENSSHAG00000022496	A:1792021-1792641	621	-
ENSSHAG00000026853	A:1792642-1793385	744	-
ENSSHAG00000020686	A:1793386-1794129	744	-
ENSSHAG00000003101	A:1794130-1798446	4317	+
ENSSHAG00000006426	A:1798447-1801170	2724	+
ENSSHAG00000008943	A:1801171-1803462	2292	-
ENSSHAG00000009842	A:1803463-1804698	1236	-
ENSSHAG00000010298	A:1804699-1806243	1545	-
ENSSHAG00000021327	A:1806244-1808094	1851	-
ENSSHAG00000028504	A:1808095-1809441	1347	-
ENSSHAG00000011471	A:1809442-1812897	3456	-
ENSSHAG00000021915	A:1812898-1813242	345	+
ENSSHAG00000012393	A:1813243-1815000	1758	-
ENSSHAG00000012844	A:1815001-1815522	522	-
ENSSHAG00000013010	A:1815523-1816707	1185	-
ENSSHAG00000013162	A:1816708-1818324	1617	+
ENSSHAG00000001030	A:1818325-1819629	1305	-
ENSSHAG00000000825	A:1819630-1824162	4533	+
ENSSHAG00000024192	A:1824163-1824546	384	+
ENSSHAG00000004260	A:1824547-1825023	477	+
ENSSHAG00000000453	A:1825024-1828029	3006	-
ENSSHAG00000021156	A:1828030-1829049	1020	-
ENSSHAG00000001986	A:1829050-1831116	2067	+
ENSSHAG00000008182	A:1831117-1834557	3441	-
ENSSHAG00000012210	A:1834558-1836648	2091	+
ENSSHAG00000000979	A:1836649-1839120	2472	-
ENSSHAG00000025170	A:1839121-1840158	1038	+
ENSSHAG00000028745	A:1840159-1842267	2109	+
ENSSHAG00000024211	A:1842268-1842951	684	+
ENSSHAG00000003181	A:1842952-1844334	1383	+
ENSSHAG00000029665	A:1844335-1848297	3963	+
ENSSHAG00000031554	A:1848298-1848918	621	-
ENSSHAG00000001399	A:1848919-1852758	3840	-
ENSSHAG00000000694	A:1852759-1854348	1590	+
ENSSHAG00000022133	A:1854349-1857279	2931	-
ENSSHAG00000001507	A:1857280-1859424	2145	+
ENSSHAG00000031750	A:1859425-1859886	462	-
ENSSHAG00000026188	A:1859887-1860201	315	-
ENSSHAG00000026686	A:1860202-1860516	315	-
ENSSHAG00000001053	A:1860517-1861074	558	-
ENSSHAG00000017733	A:1861075-1861623	549	+
ENSSHAG00000017686	A:1861624-1862175	552	+
ENSSHAG00000017649	A:1862176-1862736	561	+
ENSSHAG00000017465	A:1862737-1863387	651	+
ENSSHAG00000016944	A:1863388-1868796	5409	-
ENSSHAG00000016108	A:1868797-1870461	1665	+
ENSSHAG00000013071	A:1870462-1872414	1953	+
ENSSHAG00000012520	A:1872415-1873953	1539	+
ENSSHAG00000012366	A:1873954-1875912	1959	-
ENSSHAG00000012205	A:1875913-1876965	1053	+
ENSSHAG00000010984	A:1876966-1878189	1224	+
ENSSHAG00000010897	A:1878190-1879308	1119	+
ENSSHAG00000008314	A:1879309-1882110	2802	+
ENSSHAG00000003628	A:1882111-1884792	2682	+
ENSSHAG00000001789	A:1884793-1885869	1077	-
ENSSHAG00000021013	A:1885870-1886631	762	-
ENSSHAG00000024091	A:1886632-1889070	2439	+
ENSSHAG00000012582	A:1889071-1891347	2277	-
ENSSHAG00000031309	A:1891348-1892643	1296	+
ENSSHAG00000024876	A:1892644-1894197	1554	-
ENSSHAG00000016533	A:1894198-1895310	1113	-
ENSSHAG00000015962	A:1895311-1896129	819	+
ENSSHAG00000015882	A:1896130-1898511	2382	-
ENSSHAG00000022996	A:1898512-1900005	1494	+
ENSSHAG00000015336	A:1900006-1901082	1077	-
ENSSHAG00000015254	A:1901083-1904415	3333	-
ENSSHAG00000029355	A:1904416-1905510	1095	-
ENSSHAG00000014857	A:1905511-1906629	1119	-
ENSSHAG00000014496	A:1906630-1908489	1860	-
ENSSHAG00000009588	A:1908490-1909038	549	-
ENSSHAG00000014227	A:1909039-1909914	876	+
ENSSHAG00000014168	A:1909915-1911465	1551	-
ENSSHAG00000027399	A:1911466-1912995	1530	+
ENSSHAG00000027920	A:1912996-1913982	987	+
ENSSHAG00000017042	A:1913983-1915872	1890	-
ENSSHAG00000016975	A:1915873-1916817	945	-
ENSSHAG00000024727	A:1916818-1917627	810	+
ENSSHAG00000016905	A:1917628-1918710	1083	-
ENSSHAG00000016751	A:1918711-1923549	4839	-
ENSSHAG00000027500	A:1923550-1923897	348	-
ENSSHAG00000030934	A:1923898-1924422	525	+
ENSSHAG00000016364	A:1924423-1925340	918	-
ENSSHAG00000016176	A:1925341-1928493	3153	+
ENSSHAG00000021869	A:1928494-1929714	1221	-
ENSSHAG00000015981	A:1929715-1931757	2043	+
ENSSHAG00000015897	A:1931758-1932723	966	-
ENSSHAG00000014544	A:1932724-1934346	1623	-
ENSSHAG00000014234	A:1934347-1934691	345	-
ENSSHAG00000012375	A:1934692-1935864	1173	+
ENSSHAG00000010319	A:1935865-1937700	1836	-
ENSSHAG00000022975	A:1937701-1939248	1548	+
ENSSHAG00000008041	A:1939249-1941504	2256	+
ENSSHAG00000024140	A:1941505-1942263	759	-
ENSSHAG00000007165	A:1942264-1944036	1773	-
ENSSHAG00000026741	A:1944037-1945701	1665	-
ENSSHAG00000004655	A:1945702-1948617	2916	-
ENSSHAG00000003640	A:1948618-1949217	600	+
ENSSHAG00000002310	A:1949218-1950645	1428	+
ENSSHAG00000000278	A:1950646-1954110	3465	+
ENSSHAG00000002769	A:1954111-1957602	3492	+
ENSSHAG00000014262	A:1957603-1961073	3471	+
ENSSHAG00000026975	A:1961074-1962189	1116	-
ENSSHAG00000021017	A:1962190-1965093	2904	+
ENSSHAG00000014056	A:1965094-1966518	1425	+
ENSSHAG00000013984	A:1966519-1968510	1992	+
ENSSHAG00000013948	A:1968511-1970001	1491	-
ENSSHAG00000013925	A:1970002-1970277	276	+
ENSSHAG00000013840	A:1970278-1972101	1824	-
ENSSHAG00000028914	A:1972102-1972911	810	+
ENSSHAG00000013583	A:1972912-1975248	2337	-
ENSSHAG00000013260	A:1975249-1975860	612	+
ENSSHAG00000012797	A:1975861-1977618	1758	-
